"processor_id","processor_name","processor_code","processor_release_date","cores","threads","max_turbo_freq","base_freq","integrated_graphics_flag","processor_amount","processor_status"
"235","Core i7-11850HE","Tiger Lake","Q3'21","8","16","4.7","N/A","Intel UHD Graphics for 11th Gen Intel Processors","897","Launched"
"236","Core i5-1130G7 (with IPU)","Tiger Lake","Q3'20","4","8","4","N/A","Intel Iris Xe Graphics","574","Discontinued"
"237","Core i5-1135G7","Tiger Lake","Q3'20","4","8","4.2","N/A","Intel Iris Xe Graphics","608","Discontinued"
"238","Core i5-1135G7 (with IPU)","Tiger Lake","Q3'20","4","8","4.2","N/A","Intel Iris Xe Graphics","744","Discontinued"
"239","Core i5-1145G7E","Tiger Lake","Q3'20","4","8","4.1","1.5","Intel Iris Xe Graphics","525","Launched"
"240","Core i5-1145GRE","Tiger Lake","Q3'20","4","8","4.1","1.5","Intel Iris Xe Graphics","747","Launched"
"241","Core i5-11300H","Tiger Lake","Q1'21","4","8","4.4","N/A","Intel Iris Xe Graphics","501","Discontinued"
"242","Core i5-1140G7","Tiger Lake","Q1'21","4","8","4.2","N/A","Intel Iris Xe Graphics","588","Discontinued"
"243","Core i5-1145G7","Tiger Lake","Q1'21","4","8","4.4","N/A","Intel Iris Xe Graphics","463","Discontinued"
"244","Core i5-11400","Rocket Lake","Q1'21","6","12","4.4","2.6","Intel UHD Graphics 730","379","Discontinued"
"245","Core i5-11400F","Rocket Lake","Q1'21","6","12","4.4","2.6","N/A","547","Discontinued"
"246","Core i5-11400T","Rocket Lake","Q1'21","6","12","3.7","1.3","Intel UHD Graphics 730","698","Discontinued"
"247","Core i5-11500","Rocket Lake","Q1'21","6","12","4.6","2.7","Intel UHD Graphics 750","354","Discontinued"
"248","Core i5-11500T","Rocket Lake","Q1'21","6","12","3.9","1.5","Intel UHD Graphics 750","306","Discontinued"
"249","Core i5-11600","Rocket Lake","Q1'21","6","12","4.8","2.8","Intel UHD Graphics 750","570","Discontinued"
"250","Core i5-11600K","Rocket Lake","Q1'21","6","12","4.9","3.9","Intel UHD Graphics 750","684","Discontinued"
"251","Core i5-11600KF","Rocket Lake","Q1'21","6","12","4.9","3.9","N/A","818","Discontinued"
"252","Core i5-11600T","Rocket Lake","Q1'21","6","12","4.1","1.7","Intel UHD Graphics 750","606","Discontinued"
"253","Core i5-11260H","Tiger Lake","Q2'21","6","12","4.4","N/A","Intel UHD Graphics for 11th Gen Intel Processors","829","Discontinued"
"254","Core i5-11400H","Tiger Lake","Q2'21","6","12","4.5","N/A","Intel UHD Graphics for 11th Gen Intel Processors","632","Discontinued"
"255","Core i5-11500H","Tiger Lake","Q2'21","6","12","4.6","N/A","Intel UHD Graphics for 11th Gen Intel Processors","628","Discontinued"
"256","Core i5-1155G7","Tiger Lake","Q2'21","4","8","4.5","N/A","Intel Iris Xe Graphics","572","Discontinued"
"257","Core i5-1155G7 (with IPU)","Tiger Lake","Q2'21","4","8","4.5","N/A","Intel Iris Xe Graphics","716","Discontinued"
"258","Core i5-11320H","Tiger Lake","Q2'21","4","8","4.5","N/A","Intel Iris Xe Graphics","517","Discontinued"
"259","Core i5-11500HE","Tiger Lake","Q3'21","6","12","4.5","N/A","Intel UHD Graphics for 11th Gen Intel Processors","316","Launched"
"260","Core i3-1110G4 (with IPU)","Tiger Lake","Q3'20","2","4","3.9","N/A","Intel UHD Graphics for 11th Gen Intel Processors","753","Discontinued"
"261","Core i3-1115G4 (with IPU)","Tiger Lake","Q3'20","2","4","4.1","N/A","Intel UHD Graphics for 11th Gen Intel Processors","580","Discontinued"
"262","Core i3-1115G4","Tiger Lake","Q3'20","2","4","4.1","N/A","Intel UHD Graphics for 11th Gen Intel Processors","676","Discontinued"
"263","Core i3-1115G4E","Tiger Lake","Q3'20","2","4","3.9","2.2","Intel UHD Graphics for 11th Gen Intel Processors","724","Launched"
"264","Core i3-1115GRE","Tiger Lake","Q3'20","2","4","3.9","2.2","Intel UHD Graphics for 11th Gen Intel Processors","667","Launched"
"265","Core i3-1120G4","Tiger Lake","Q1'21","4","8","3.5","N/A","Intel UHD Graphics for 11th Gen Intel Processors","320","Discontinued"
"266","Core i3-1125G4","Tiger Lake","Q1'21","4","8","3.7","N/A","Intel UHD Graphics for 11th Gen Intel Processors","852","Discontinued"
"267","Core i3-1125G4 (with IPU)","Tiger Lake","Q1'21","4","8","3.7","N/A","Intel UHD Graphics for 11th Gen Intel Processors","404","Discontinued"
"268","Core i3-11100HE","Tiger Lake","Q3'21","4","8","4.4","N/A","Intel UHD Graphics for 11th Gen Intel Processors","634","Launched"
"269","Core i9-10900X X Series","Cascade Lake","Q4'19","10","20","4.5","3.7","N/A","339","Launched"
"270","Core i9-10920X X Series","Cascade Lake","Q4'19","12","24","4.6","3.5","N/A","543","Launched"
"271","Core i9-10940X X Series","Cascade Lake","Q4'19","14","28","4.6","3.3","N/A","537","Launched"
"272","Core i9-10980XE Extreme Edition","Cascade Lake","Q4'19","18","36","4.6","3","N/A","433","Launched"
"273","Core i7-9800X X Series","Skylake","Q4'18","8","16","4.4","3.8","N/A","741","Discontinued"
"274","Core i9-9820X X Series","Skylake","Q4'18","10","20","4.1","3.3","N/A","740","Discontinued"
"275","Core i9-9900X X Series","Skylake","Q4'18","10","20","4.4","3.5","N/A","776","Discontinued"
"276","Core i9-9920X X Series","Skylake","Q4'18","12","24","4.4","3.5","N/A","505","Discontinued"
"277","Core i9-9940X X Series","Skylake","Q4'18","14","28","4.4","3.3","N/A","696","Discontinued"
"278","Core i9-9960X X Series","Skylake","Q4'18","16","32","4.4","3.1","N/A","327","Discontinued"
"279","Core i9-9980XE Extreme Edition","Skylake","Q4'18","18","36","4.4","3","N/A","333","Discontinued"
"280","Core i9-7940X X Series","Skylake","Q3'17","14","28","4.3","3.1","N/A","792","Discontinued"
"281","Core i9-7960X X Series","Skylake","Q3'17","16","32","4.2","2.8","N/A","381","Discontinued"
"282","Core i9-7980XE Extreme Edition","Skylake","Q3'17","18","36","4.2","2.6","N/A","842","Discontinued"
"283","Core i9-7920X X Series","Skylake","Q3'17","12","24","4.3","2.9","N/A","783","Discontinued"
"284","Core i5-7640X X Series","Kaby Lake","Q2'17","4","N/A","4.2","4","N/A","799","Discontinued"
"285","Core i7-7740X X Series","Kaby Lake","Q2'17","4","8","4.5","4.3","N/A","734","Discontinued"
"286","Core i7-7800X X Series","Skylake","Q2'17","6","12","4","3.5","N/A","323","Discontinued"
"287","Core i7-7820X X Series","Skylake","Q2'17","8","16","4.3","3.6","N/A","472","Discontinued"
"288","Core i9-7900X X Series","Skylake","Q2'17","10","20","4.3","3.3","N/A","751","Discontinued"
"289","Core i7-6800K","Broadwell E","Q2'16","6","12","3.6","3.4","N/A","789","Discontinued"
"290","Core i7-6850K","Broadwell E","Q2'16","6","12","3.8","3.6","N/A","877","Discontinued"
"291","Core i7-6900K","Broadwell E","Q2'16","8","16","3.7","3.2","N/A","850","Discontinued"
"292","Core i7-6950X Extreme Edition","Broadwell E","Q2'16","10","20","3.5","3","N/A","477","Discontinued"
"293","Core i7-5820K","Haswell E","Q3'14","6","12","3.6","3.3","N/A","600","Discontinued"
"294","Core i7-5930K","Haswell E","Q3'14","6","12","3.7","3.5","N/A","775","Discontinued"
"295","Core i7-5960X Extreme Edition","Haswell E","Q3'14","8","16","3.5","3","N/A","747","Discontinued"
"296","Core i7-4940MX Extreme Edition","Haswell","Q1'14","4","8","4","3.1","Intel HD 4600 Graphics","477","Discontinued"
"297","Core i7-4820K","Ivy Bridge E","Q3'13","4","8","3.9","3.7","N/A","692","Discontinued"
"298","Core i7-4930K","Ivy Bridge E","Q3'13","6","12","3.9","3.4","N/A","381","Discontinued"
"299","Core i7-4960X Extreme Edition","Ivy Bridge E","Q3'13","6","12","4","3.6","N/A","800","Discontinued"
"300","Core i7-4930MX Extreme Edition","Haswell","Q2'13","4","8","3.9","3","Intel HD 4600 Graphics","576","Discontinued"
"301","Core i7-3970X Extreme Edition","Sandy Bridge E","Q4'12","6","12","4","3.5","N/A","353","Discontinued"
"302","Core i7-3940XM Extreme Edition","Ivy Bridge","Q3'12","4","8","3.9","3","Intel HD 4000 Graphics","454","Discontinued"
"303","Core i7-3920XM Extreme Edition","Ivy Bridge","Q2'12","4","8","3.8","2.9","Intel HD 4000 Graphics","683","Discontinued"
"304","Core i7-3820","Sandy Bridge E","Q1'12","4","8","3.8","3.6","N/A","755","Discontinued"
"305","Core i7-3930K","Sandy Bridge E","Q4'11","6","12","3.8","3.2","N/A","833","Discontinued"
"306","Core i7-3960X Extreme Edition","Sandy Bridge E","Q4'11","6","12","3.9","3.3","N/A","602","Discontinued"
"307","Core i9-10980HK","Comet Lake","Q2'20","8","16","5.3","2.4","Intel UHD Graphics for 10th Gen Intel Processors","338","Discontinued"
"308","Core i9-10900","Comet Lake","Q2'20","10","20","5.2","2.8","Intel UHD Graphics 630","577","Discontinued"
"309","Core i9-10900E","Comet Lake","Q2'20","10","20","4.7","2.8","Intel UHD Graphics 630","775","Launched"
"310","Core i9-10900F","Comet Lake","Q2'20","10","20","5.2","2.8","N/A","831","Discontinued"
"311","Core i9-10900K","Comet Lake","Q2'20","10","20","5.3","3.7","Intel UHD Graphics 630","506","Discontinued"
"312","Core i9-10900KF","Comet Lake","Q2'20","10","20","5.3","3.7","N/A","593","Discontinued"
"313","Core i9-10900T","Comet Lake","Q2'20","10","20","4.6","1.9","Intel UHD Graphics 630","695","Discontinued"
"314","Core i9-10900TE","Comet Lake","Q2'20","10","20","4.5","1.8","Intel UHD Graphics 630","484","Launched"
"315","Core i9-10885H","Comet Lake","Q2'20","8","16","5.3","2.4","Intel UHD Graphics for 10th Gen Intel Processors","382","Discontinued"
"316","Core i9-10850K","Comet Lake","Q2'20","10","20","5.2","3.6","Intel UHD 630 Graphics","592","Discontinued"
"317","Core i7-1065G7","Ice Lake","Q3'19","4","8","3.9","1.3","Intel Iris Plus Graphics","328","Discontinued"
"318","Core i7-10510U","Comet Lake","Q3'19","4","8","4.9","1.8","Intel UHD Graphics for 10th Gen Intel Processors","890","Launched"
"319","Core i7-10510Y","Amber Lake Y","Q3'19","4","8","4.5","1.2","Intel UHD Graphics for 10th Gen Intel Processors","322","Discontinued"
"320","Core i7-10710U","Comet Lake","Q3'19","6","12","4.7","1.1","Intel UHD Graphics for 10th Gen Intel Processors","579","Discontinued"
"321","Core i7-10750H","Comet Lake","Q2'20","6","12","5","2.6","Intel UHD Graphics for 10th Gen Intel Processors","898","Launched"
"322","Core i7-10850H","Comet Lake","Q2'20","6","12","5.1","2.7","Intel UHD Graphics for 10th Gen Intel Processors","570","Discontinued"
"323","Core i7-10875H","Comet Lake","Q2'20","8","16","5.1","2.3","Intel UHD Graphics for 10th Gen Intel Processors","568","Discontinued"
"324","Core i7-10700","Comet Lake","Q2'20","8","16","4.8","2.9","Intel UHD Graphics 630","660","Discontinued"
"325","Core i7-10700E","Comet Lake","Q2'20","8","16","4.5","2.9","Intel UHD Graphics 630","357","Launched"
"326","Core i7-10700F","Comet Lake","Q2'20","8","16","4.8","2.9","N/A","880","Discontinued"
"327","Core i7-10700K","Comet Lake","Q2'20","8","16","5.1","3.8","Intel UHD Graphics 630","869","Discontinued"
"328","Core i7-10700KF","Comet Lake","Q2'20","8","16","5.1","3.8","N/A","809","Discontinued"
"329","Core i7-10700T","Comet Lake","Q2'20","8","16","4.5","2","Intel UHD Graphics 630","592","Discontinued"
"330","Core i7-10700TE","Comet Lake","Q2'20","8","16","4.4","2","Intel UHD Graphics 630","622","Launched"
"331","Core i7-10610U","Comet Lake","Q2'20","4","8","4.9","1.8","Intel UHD Graphics for 10th Gen Intel Processors","462","Discontinued"
"332","Core i7-10810U","Comet Lake","Q2'20","6","12","4.9","1.1","Intel UHD Graphics for 10th Gen Intel Processors","665","Discontinued"
"333","Core i7-10870H","Comet Lake","Q3'20","8","16","5","2.2","Intel UHD Graphics for 10th Gen Intel Processors","514","Discontinued"
"334","Core i5-1035G1","Ice Lake","Q3'19","4","8","3.6","1","Intel UHD Graphics for 10th Gen Intel Processors","572","Discontinued"
"335","Core i5-1035G4","Ice Lake","Q3'19","4","8","3.7","1.1","Intel Iris Plus Graphics","305","Discontinued"
"336","Core i5-1035G7","Ice Lake","Q3'19","4","8","3.7","1.2","Intel Iris Plus Graphics","359","Discontinued"
"337","Core i5-10210U","Comet Lake","Q3'19","4","8","4.2","1.6","Intel UHD Graphics for 10th Gen Intel Processors","738","Launched"
"338","Core i5-10210Y","Amber Lake Y","Q3'19","4","8","4","1","Intel UHD Graphics for 10th Gen Intel Processors","528","Discontinued"
"339","Core i5-10310Y","Amber Lake Y","Q3'19","4","8","4.1","1.1","Intel UHD Graphics for 10th Gen Intel Processors","320","Discontinued"
"340","Core i5-10300H","Comet Lake","Q2'20","4","8","4.5","2.5","Intel UHD Graphics for 10th Gen Intel Processors","538","Discontinued"
"341","Core i5-10400H","Comet Lake","Q2'20","4","8","4.6","2.6","Intel UHD Graphics for 10th Gen Intel Processors","635","Discontinued"
"342","Core i5-10400","Comet Lake","Q2'20","6","12","4.3","2.9","Intel UHD Graphics 630","785","Launched"
"343","Core i5-10400F","Comet Lake","Q2'20","6","12","4.3","2.9","N/A","692","Launched"
"344","Core i5-10400T","Comet Lake","Q2'20","6","12","3.6","2","Intel UHD Graphics 630","346","Launched"
"345","Core i5-10500","Comet Lake","Q2'20","6","12","4.5","3.1","Intel UHD Graphics 630","708","Launched"
"346","Core i5-10500E","Comet Lake","Q2'20","6","12","4.2","3.1","Intel UHD Graphics 630","803","Launched"
"347","Core i5-10500T","Comet Lake","Q2'20","6","12","3.8","2.3","Intel UHD Graphics 630","487","Launched"
"348","Core i5-10500TE","Comet Lake","Q2'20","6","12","3.7","2.3","Intel UHD Graphics 630","613","Launched"
"349","Core i5-10600","Comet Lake","Q2'20","6","12","4.8","3.3","Intel UHD Graphics 630","693","Launched"
"350","Core i5-10600K","Comet Lake","Q2'20","6","12","4.8","4.1","Intel UHD Graphics 630","415","Discontinued"
"351","Core i5-10600KF","Comet Lake","Q2'20","6","12","4.8","4.1","N/A","459","Discontinued"
"352","Core i5-10600T","Comet Lake","Q2'20","6","12","4","2.4","Intel UHD Graphics 630","808","Launched"
"353","Core i5-10310U","Comet Lake","Q2'20","4","8","4.4","1.7","Intel UHD Graphics for 10th Gen Intel Processors","417","Discontinued"
"354","Core i5-10200H","Comet Lake","Q3'20","4","8","4.1","2.4","Intel UHD Graphics for 10th Gen Intel Processors","426","Discontinued"
"355","Core i5-10500H","Comet Lake","Q4'20","6","12","4.5","2.5","Intel UHD Graphics for 10th Gen Intel Processors","331","Launched"
"356","Core i5-10505","Comet Lake","Q1'21","6","12","4.6","3.2","Intel UHD Graphics 630","442","Launched"
"357","Core i3-1005G1","Ice Lake","Q3'19","2","4","3.4","1.2","Intel UHD Graphics for 10th Gen Intel Processors","595","Discontinued"
"358","Core i3-10110U","Comet Lake","Q3'19","2","4","4.1","2.1","Intel UHD Graphics for 10th Gen Intel Processors","537","Launched"
"359","Core i3-10110Y","Amber Lake Y","Q3'19","2","4","4","1","Intel UHD Graphics for 10th Gen Intel Processors","389","Discontinued"
"360","Core i3-10100","Comet Lake","Q2'20","4","8","4.3","3.6","Intel UHD Graphics 630","570","Launched"
"361","Core i3-10100E","Comet Lake","Q2'20","4","8","3.8","3.2","Intel UHD Graphics 630","823","Launched"
"362","Core i3-10100T","Comet Lake","Q2'20","4","8","3.8","3","Intel UHD Graphics 630","722","Launched"
"363","Core i3-10100TE","Comet Lake","Q2'20","4","8","3.6","2.3","Intel UHD Graphics 630","661","Launched"
"364","Core i3-10300","Comet Lake","Q2'20","4","8","4.4","3.7","Intel UHD Graphics 630","694","Launched"
"365","Core i3-10300T","Comet Lake","Q2'20","4","8","3.9","3","Intel UHD Graphics 630","329","Launched"
"366","Core i3-10320","Comet Lake","Q2'20","4","8","4.6","3.8","Intel UHD Graphics 630","789","Launched"
"367","Core i3-10100F","Comet Lake","Q4'20","4","8","4.3","3.6","N/A","398","Launched"
"368","Core i3-10100Y","Amber Lake Y","Q1'21","2","4","3.9","1.3","Intel UHD Graphics 615","696","Discontinued"
"369","Core i3-10105","Comet Lake","Q1'21","4","8","4.4","3.7","Intel UHD Graphics 630","491","Launched"
"370","Core i3-10105F","Comet Lake","Q1'21","4","8","4.4","3.7","N/A","684","Launched"
"371","Core i3-10105T","Comet Lake","Q1'21","4","8","3.9","3","Intel UHD Graphics 630","835","Launched"
"372","Core i3-10305","Comet Lake","Q1'21","4","8","4.5","3.8","Intel UHD Graphics 630","721","Launched"
"373","Core i3-10305T","Comet Lake","Q1'21","4","8","4","3","Intel UHD Graphics 630","390","Launched"
"374","Core i3-10325","Comet Lake","Q1'21","4","8","4.7","3.9","Intel UHD Graphics 630","371","Launched"
"375","Core i9-9900K","Coffee Lake","Q4'18","8","16","5","3.6","Intel UHD Graphics 630","591","Discontinued"
"376","Core i9-9900KF","Coffee Lake","Q1'19","8","16","5","3.6","N/A","858","Discontinued"
"377","Core i9-9880H","Coffee Lake","Q2'19","8","16","4.8","2.3","Intel UHD Graphics 630","831","Discontinued"
"378","Core i9-9900","Coffee Lake","Q2'19","8","16","5","3.1","Intel UHD Graphics 630","383","Discontinued"
"379","Core i9-9900T","Coffee Lake","Q2'19","8","16","4.4","2.1","Intel UHD Graphics 630","577","Discontinued"
"380","Core i9-9980HK","Coffee Lake","Q2'19","8","16","5","2.4","Intel UHD Graphics 630","743","Discontinued"
"381","Core i9-9900KS","Coffee Lake","Q4'19","8","16","5","4","Intel UHD Graphics 630","677","Discontinued"
"382","Core i7-9700K","Coffee Lake","Q4'18","8","8","4.9","3.6","Intel UHD Graphics 630","611","Discontinued"
"383","Core i7-9700KF","Coffee Lake","Q1'19","8","8","4.9","3.6","N/A","360","Discontinued"
"384","Core i7-9700","Coffee Lake","Q2'19","8","8","4.7","3","Intel UHD Graphics 630","669","Discontinued"
"385","Core i7-9700F","Coffee Lake","Q2'19","8","8","4.7","3","N/A","883","Discontinued"
"386","Core i7-9700T","Coffee Lake","Q2'19","8","8","4.3","2","Intel UHD Graphics 630","776","Discontinued"
"387","Core i7-9750H","Coffee Lake","Q2'19","6","12","4.5","2.6","Intel UHD Graphics 630","388","Discontinued"
"388","Core i7-9750HF","Coffee Lake","Q2'19","6","12","4.5","2.6","N/A","837","Discontinued"
"389","Core i7-9850H","Coffee Lake","Q2'19","6","12","4.6","2.6","Intel UHD Graphics 630","898","Discontinued"
"390","Core i7-9700E","Coffee Lake","Q2'19","8","8","4.4","2.6","Intel UHD Graphics 630","791","Launched"
"391","Core i7-9700TE","Coffee Lake","Q2'19","8","8","3.8","1.8","Intel UHD Graphics 630","358","Launched"
"392","Core i7-9850HE","Coffee Lake","Q2'19","6","12","4.4","2.7","Intel UHD Graphics 630","682","Launched"
"393","Core i7-9850HL","Coffee Lake","Q2'19","6","12","4.1","1.9","Intel UHD Graphics 630","649","Launched"
"394","Core i5-9500TE","Coffee Lake","Q4'17","6","6","3.6","2.2","Intel UHD Graphics 630","448","Launched"
"395","Core i5-9600K","Coffee Lake","Q4'18","6","6","4.6","3.7","Intel UHD Graphics 630","548","Discontinued"
"396","Core i5-9400","Coffee Lake","Q1'19","6","6","4.1","2.9","Intel UHD Graphics 630","723","Discontinued"
"397","Core i5-9400F","Coffee Lake","Q1'19","6","6","4.1","2.9","N/A","696","Discontinued"
"398","Core i5-9600KF","Coffee Lake","Q1'19","6","6","4.6","3.7","N/A","530","Discontinued"
"399","Core i5-9300HF","Coffee Lake","Q2'19","4","8","4.1","2.4","N/A","381","Discontinued"
"400","Core i5-9300H","Coffee Lake","Q2'19","4","8","4.1","2.4","Intel UHD Graphics 630","763","Discontinued"
"401","Core i5-9400H","Coffee Lake","Q2'19","4","8","4.3","2.5","Intel UHD Graphics 630","816","Discontinued"
"402","Core i5-9400T","Coffee Lake","Q2'19","6","6","3.4","1.8","Intel UHD Graphics 630","584","Discontinued"
"403","Core i5-9500","Coffee Lake","Q2'19","6","6","4.4","3","Intel UHD Graphics 630","361","Discontinued"
"404","Core i5-9500F","Coffee Lake","Q2'19","6","6","4.4","3","N/A","650","Discontinued"
"405","Core i5-9500T","Coffee Lake","Q2'19","6","6","3.7","2.2","Intel UHD Graphics 630","837","Discontinued"
"406","Core i5-9600","Coffee Lake","Q2'19","6","6","4.6","3.1","Intel UHD Graphics 630","843","Discontinued"
"407","Core i5-9600T","Coffee Lake","Q2'19","6","6","3.9","2.3","Intel UHD Graphics 630","768","Discontinued"
"408","Core i5-9500E","Coffee Lake","Q2'19","6","6","4.2","3","Intel UHD Graphics 630","739","Launched"
"409","Core i3-9350KF","Coffee Lake","Q1'19","4","4","4.6","4","N/A","852","Discontinued"
"410","Core i3-9100","Coffee Lake","Q2'19","4","4","4.2","3.6","Intel UHD Graphics 630","549","Discontinued"
"411","Core i3-9100F","Coffee Lake","Q2'19","4","4","4.2","3.6","N/A","875","Discontinued"
"412","Core i3-9100T","Coffee Lake","Q2'19","4","4","3.7","3.1","Intel UHD Graphics 630","698","Discontinued"
"413","Core i3-9300","Coffee Lake","Q2'19","4","4","4.3","3.7","Intel UHD Graphics 630","815","Discontinued"
"414","Core i3-9300T","Coffee Lake","Q2'19","4","4","3.8","3.2","Intel UHD Graphics 630","834","Discontinued"
"415","Core i3-9320","Coffee Lake","Q2'19","4","4","4.4","3.7","Intel UHD Graphics 630","707","Discontinued"
"416","Core i3-9350K","Coffee Lake","Q2'19","4","4","4.6","4","Intel UHD Graphics 630","340","Discontinued"
"417","Core i3-9100E","Coffee Lake","Q2'19","4","4","3.7","3.1","Intel UHD Graphics 630","556","Launched"
"418","Core i3-9100HL","Coffee Lake","Q2'19","4","4","2.9","1.6","Intel UHD Graphics 630","828","Launched"
"419","Core i3-9100TE","Coffee Lake","Q2'19","4","4","3.2","2.2","Intel UHD Graphics 630","330","Launched"
"420","Core i9-8950HK","Coffee Lake","Q2'18","6","12","4.8","2.9","Intel UHD Graphics 630","652","Discontinued"
"421","Core i7-8550U","Kaby Lake","Q3'17","4","8","4","1.8","Intel UHD Graphics 620","465","Discontinued"
"422","Core i7-8650U","Kaby Lake R","Q3'17","4","8","4.2","1.9","Intel UHD Graphics 620","463","Discontinued"
"423","Core i7-8700","Coffee Lake","Q4'17","6","12","4.6","3.2","Intel UHD Graphics 630","509","Launched"
"424","Core i7-8700K","Coffee Lake","Q4'17","6","12","4.7","3.7","Intel UHD Graphics 630","369","Discontinued"
"425","Core i7-8705G with Radeon RX Vega M GL Graphics","Kaby Lake G","Q1'18","4","8","4.1","3.1","Intel HD Graphics 630","340","Discontinued"
"426","Core i7-8706G with Radeon RX Vega M GL Graphics","Kaby Lake G","Q1'18","4","8","4.1","3.1","Intel HD Graphics 630","875","Discontinued"
"427","Core i7-8709G with Radeon RX Vega M GH Graphics","Kaby Lake G","Q1'18","4","8","4.1","3.1","Intel HD Graphics 630","716","Discontinued"
"428","Core i7-8809G with Radeon RX Vega M GH Graphics","Kaby Lake G","Q1'18","4","8","4.2","3.1","Intel HD Graphics 630","775","Discontinued"
"429","Core i7-8559U","Coffee Lake","Q2'18","4","8","4.5","2.7","Intel Iris Plus Graphics 655","396","Discontinued"
"430","Core i7+8700 Includes Intel Optane Memory","Coffee Lake","Q2'18","6","12","4.6","3.2","Intel UHD Graphics 630","887","Discontinued"
"431","Core i7-8700B","Coffee Lake","Q2'18","6","12","4.6","3.2","Intel UHD Graphics 630","542","Discontinued"
"432","Core i7-8700T","Coffee Lake","Q2'18","6","12","4","2.4","Intel UHD Graphics 630","882","Launched"
"433","Core i7-8750H","Coffee Lake","Q2'18","6","12","4.1","2.2","Intel UHD Graphics 630","586","Discontinued"
"434","Core i7-8850H","Coffee Lake","Q2'18","6","12","4.3","2.6","Intel UHD Graphics 630","529","Launched"
"435","Core i7-8086K","Coffee Lake","Q2'18","6","12","5","4","Intel UHD Graphics 630","382","Discontinued"
"436","Core i7-8706G with Radeon Pro WX Vega M GL Graphics","Kaby Lake G","Q3'18","4","8","4.1","3.1","Intel HD Graphics 630","745","Discontinued"
"437","Core i7-8500Y","Amber Lake Y","Q1'19","2","4","4.2","1.5","Intel UHD Graphics 615","371","Discontinued"
"438","Core i7-8565U","Whiskey Lake","Q3'18","4","8","4.6","1.8","Intel UHD Graphics for 8th Gen Intel Processors","643","Discontinued"
"439","Core i7-8665UE","Whiskey Lake","Q2'19","4","8","4.4","1.7","Intel UHD Graphics 620","549","Launched"
"440","Core i7-8665U","Whiskey Lake","Q2'19","4","8","4.8","1.9","Intel UHD Graphics for 8th Gen Intel Processors","463","Discontinued"
"441","Core i7-8569U","Coffee Lake","Q2'19","4","8","4.7","2.8","Intel Iris Plus Graphics 655","655","Discontinued"
"442","Core i7-8557U","Coffee Lake","Q3'19","4","8","4.5","1.7","Intel Iris Plus Graphics 645","553","Discontinued"
"443","Core i5-8250U","Kaby Lake R","Q3'17","4","8","3.4","1.6","Intel UHD Graphics 620","540","Discontinued"
"444","Core i5-8350U","Kaby Lake R","Q3'17","4","8","3.6","1.7","Intel UHD Graphics 620","606","Discontinued"
"445","Core i5-8400","Coffee Lake","Q4'17","6","6","4","2.8","Intel UHD Graphics 630","837","Discontinued"
"446","Core i5-8600K","Coffee Lake","Q4'17","6","6","4.3","3.6","Intel UHD Graphics 630","777","Discontinued"
"447","Core i5-8305G with Radeon RX Vega M GL Graphics","Kaby Lake G","Q1'18","4","8","3.8","2.8","Intel HD Graphics 630","300","Discontinued"
"448","Core i5-8259U","Coffee Lake","Q2'18","4","8","3.8","2.3","Intel Iris Plus Graphics 655","844","Discontinued"
"449","Core i5-8269U","Coffee Lake","Q2'18","4","8","4.2","2.6","Intel Iris Plus Graphics 655","505","Discontinued"
"450","Core i5-8300H","Coffee Lake","Q2'18","4","8","4","2.3","Intel UHD Graphics 630","595","Discontinued"
"451","Core i5+8400 Includes Intel Optane Memory","Coffee Lake","Q2'18","6","6","4","2.8","Intel UHD Graphics 630","847","Discontinued"
"452","Core i5-8400B","Coffee Lake","Q2'18","6","6","4","2.8","Intel UHD Graphics 630","784","Discontinued"
"453","Core i5-8400H","Coffee Lake","Q2'18","4","8","4.2","2.5","Intel UHD Graphics 630","733","Launched"
"454","Core i5-8400T","Coffee Lake","Q2'18","6","6","3.3","1.7","Intel UHD Graphics 630","598","Discontinued"
"455","Core i5-8500","Coffee Lake","Q2'18","6","6","4.1","3","Intel UHD Graphics 630","682","Launched"
"456","Core i5+8500 Includes Intel Optane Memory","Coffee Lake","Q2'18","6","6","4.1","3","Intel UHD Graphics 630","369","Discontinued"
"457","Core i5-8500B","Coffee Lake","Q2'18","6","6","4.1","3","Intel UHD Graphics 630","655","Discontinued"
"458","Core i5-8500T","Coffee Lake","Q2'18","6","6","3.5","2.1","Intel UHD Graphics 630","640","Launched"
"459","Core i5-8600","Coffee Lake","Q2'18","6","6","4.3","3.1","Intel UHD Graphics 630","862","Discontinued"
"460","Core i5-8600T","Coffee Lake","Q2'18","6","6","3.7","2.3","Intel UHD Graphics 630","686","Discontinued"
"461","Core i5-8305G with Radeon Pro WX Vega M GL Graphics","Kaby Lake G","Q3'18","4","8","3.8","2.8","Intel HD Graphics 630","843","Discontinued"
"462","Core i5-8200Y","Amber Lake Y","Q3'18","2","4","3.9","1.3","Intel UHD Graphics 615","615","Discontinued"
"463","Core i5-8265U","Whiskey Lake","Q3'18","4","8","3.9","1.6","Intel UHD Graphics for 8th Gen Intel Processors","307","Discontinued"
"464","Core i5-8210Y","Amber Lake Y","Q1'19","2","4","3.6","1.6","Intel UHD Graphics 617","679","Discontinued"
"465","Core i5-8365UE","Whiskey Lake","Q2'19","4","8","4.1","1.6","Intel UHD Graphics 620","437","Launched"
